MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
VAFX2072352,RES,Closed,,10,10,06/01/2022,06/10/2022 12:00:00 AM,07/11/2022,07/11/2022,"$950,000","$900,000","$940,000",8437,,Hunt Valley,,Vienna,VA,22182,FAIRFAXVA,,,,WESTWOOD ESTATES,Sarah A. Reynolds,141480,"Keller Williams Chantilly Ventures, LLC",KWR4,(703) 815-5700,Eva C Swersey,3058193,Compass,COMPS5,(703) 310-6111,,Conventional,StandardSale,StandardSale,StandardSale,9509,2021,0.21,011,FeeSimple,No,No,Yes,Monthly,11,Monthly,1983,2413,,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2,,,BRIGHT,1638,775,,,,38.908715,-77.235609
MDMC2058738,RES,Closed,,1,1,06/28/2022,06/28/2022 12:00:00 AM,06/28/2022,06/28/2022,"$2,299,000","$2,299,000","$2,299,000",9203,,Wilmett,,Bethesda,MD,20817,MONTGOMERYMD,,,,GREEN TREE MANOR,Mary J Murphy,3000922,Allied Realty,ALD1,(301) 656-8600,Sarah McLaren,3264553,"Washington Fine Properties, LLC",WFP4,(703) 317-7000,,Conventional,StandardSale,StandardSale,StandardSale,8945,2022,0.28,R,FeeSimple,No,No,No,,,,2022,3817,Excellent,5,4,1,Three,Transitional,"Lower1,Main,Upper1",,Yes,2,Yes,,,,No,No,Yes,Open Floor Plan on Large Lot!!,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,3517,300,Excellent,,,39.0080218,-77.1243795
MDMC2055278,RES,Closed,,65,65,06/13/2022,08/18/2022 12:00:00 AM,09/14/2022,09/14/2022,"$1,199,000","$1,149,500","$1,100,000",7608,,Granada,,Bethesda,MD,20817,MONTGOMERYMD,,,,LANDON WOODS,Joseph P Howerton,3084862,Taylor Properties,TAYL1,(301) 970-2447,Fiory Haile,3029902,Keller Williams Fairfax Gateway,KWR12,(703) 222-3300,,Conventional,StandardSale,StandardSale,StandardSale,9407,2022,0.19,R,FeeSimple,No,No,No,,,,1956,2914,Good,4,3,,Two,"Contemporary,Rancher","Lower1,Main",,Yes,,Yes,"HasLaundry,MainFlrLndry",,17,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1526,1388,Good,100,90,38.9871357,-77.1233024
VAFX2081762,RES,Closed,,6,17,07/14/2022,07/19/2022 12:00:00 AM,08/15/2022,08/15/2022,"$850,000","$850,000","$825,000",1902,,Creek Crossing,,Vienna,VA,22182,FAIRFAXVA,,,,FOXSTONE,Sergio A Vitela,111455,"EXP Realty, LLC",EXPY4,(866) 825-7169,Amanda Whitsel Ingram,3220866,KW United,KWR30,(703) 533-1500,,Conventional,StandardSale,StandardSale,StandardSale,10483,2022,0.26,011,FeeSimple,No,No,No,,,,1971,2604,,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2604,,,,,38.9200018,-77.2576436
VAFX2073388,RES,Closed,,6,6,06/02/2022,06/07/2022 12:00:00 AM,06/24/2022,06/21/2022,"$799,000","$799,000","$825,000",2028,,Dexter,,Falls Church,VA,22043,FAIRFAXVA,,,,PIMMIT HILLS,Maggie Gonzalez,3048187,Compass,COMPS7,(703) 229-8935,Mackenzie Kate Horne,3311724,"McEnearney Associates, Inc.",MCE3,(703) 790-9090,,Conventional,StandardSale,StandardSale,StandardSale,7580,2021,0.2,011,FeeSimple,No,No,No,,,,1960,2008,,4,2,1,Two,Rancher,"Lower1,Main",,Yes,1,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1008,1000,,,,38.9092965,-77.2023366
MDMC2041816,RES,Closed,,8,8,03/16/2022,03/23/2022 12:00:00 AM,04/25/2022,04/25/2022,"$1,150,000","$1,150,000","$1,150,000",9717,,Brookford,,Potomac,MD,20854,MONTGOMERYMD,,,,GLEN OAKS,Jae H Han,102115,RE/MAX Realty Services,RBE3,(240) 403-0400,Mingfei Ha,3107920,CapStar Properties,CPST1,(301) 738-7777,,Conventional,StandardSale,StandardSale,StandardSale,8777,2021,0.36,R,FeeSimple,No,No,No,,,,1969,3850,VeryGood,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,3050,800,VeryGood,,,39.0498282,-77.2019661
MDMC2051218,RES,Closed,,64,64,05/12/2022,07/24/2022 12:00:00 AM,08/25/2022,08/25/2022,"$3,295,000","$3,149,000","$3,000,000",6104,,Landon,,Bethesda,MD,20817,MONTGOMERYMD,,,,LANDON WOODS,Lauren E Davis,74610,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,Kirsten C Williams,50132,TTR Sotheby's International Realty,TTRS4,(301) 967-3344,,Conventional,StandardSale,StandardSale,StandardSale,24621,2022,0.34,R,FeeSimple,No,No,No,,,,2015,7780,Excellent,7,7,2,Four,Craftsman,"Lower1,Main,Upper1,Upper2",,Yes,3,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,0,,BRIGHT,5653,2127,Excellent,,,38.98962650000001,-77.12297819999999
VAFX2085414,RES,Closed,,22,22,08/04/2022,08/25/2022 12:00:00 AM,09/12/2022,09/12/2022,"$1,247,000","$1,247,000","$1,200,000",10293,,Dunn Meadow,,Vienna,VA,22182,FAIRFAXVA,,,,COLVINS GLEN,Karen McCarthy,137374,"Long & Foster Real Estate, Inc.",LNG86,(703) 759-9190,Katherine Foster-Bankey,3028472,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,11904,2022,0.71,011,FeeSimple,No,No,No,,,,1985,2798,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2798,,Excellent,,,38.9707549,-77.306448
VAFX2084436,RES,Closed,,11,44,07/19/2022,07/28/2022 12:00:00 AM,09/07/2022,09/06/2022,"$899,000","$899,000","$860,000",8454,,Hunt Valley,,Vienna,VA,22182,FAIRFAXVA,,,,WESTWOOD ESTATES,Alexandra I Burrell-Hodges,124219,Cottage Street Realty LLC,CTST1,(703) 242-0005,Hanieh Hashemi Olia,3022954,Samson Properties,SAMP6,(571) 378-1346,,Conventional,StandardSale,StandardSale,StandardSale,9104,2022,0.22,011,FeeSimple,No,No,Yes,Monthly,12,Monthly,1983,2597,VeryGood,4,2,2,Three,SplitLevel,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2135,462,VeryGood,,,38.908715,-77.235609
MDMC2049860,RES,Closed,,5,5,05/06/2022,05/10/2022 12:00:00 AM,06/10/2022,06/10/2022,"$950,000","$950,000","$950,000",5123,,Wissioming,,Bethesda,MD,20816,MONTGOMERYMD,,,,GLEN ECHO HEIGHTS,David S Hatef,83417,Compass,COMPS2,(301) 298-1001,Steven A Henry,136383,"Continental Properties, Ltd.",CPRE1,(202) 966-0019,,Conventional,StandardSale,StandardSale,StandardSale,7953,2021,0.12,R,FeeSimple,No,No,No,,,,1938,1490,,3,2,,Two,"CapeCod,Cottage","Main,Upper1",,No,,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1490,0,,,,38.958786,-77.128128
VAFX2073098,RES,Closed,,4,4,06/04/2022,06/07/2022 12:00:00 AM,07/07/2022,07/06/2022,"$799,000","$799,000","$800,000",742,,Miller,,Great Falls,VA,22066,FAIRFAXVA,,,,GREEN ACRES,Diane Bird,93523,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,Dominique Lee,79189,"Home America Realty, Inc.",HCR1,(703) 733-0337,,Conventional,StandardSale,StandardSale,StandardSale,8092,2021,0.54,011,FeeSimple,No,No,No,,,,1950,1616,,3,1,,One,Rancher,Main,,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1616,0,,,,39.002165,-77.302385
MDMC2045344,RES,Closed,,12,12,04/08/2022,04/19/2022 12:00:00 AM,05/17/2022,05/17/2022,"$714,900","$714,900","$751,000",6741,,Surreywood,,Bethesda,MD,20817,MONTGOMERYMD,,,,STRATTON COMMONS,Edward S Kay,3065040,"C. H. Kay Realty, Inc.",KAY1,(301) 946-6969,Krystyna Kazerouni,23367,"Long & Foster Real Estate, Inc.",LNG4,(301) 299-6000,,Conventional,StandardSale,StandardSale,StandardSale,7387,2021,0.05,R,FeeSimple,No,No,Yes,SemiAnnually,542,SemiAnnually,1978,2352,Excellent,3,3,1,Three,Transitional,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1652,700,Excellent,,,39.0197756,-77.140673
VAFX2065674,RES,Closed,,3,3,04/29/2022,05/01/2022 12:00:00 AM,06/17/2022,06/17/2022,"$985,000","$985,000","$1,000,000",10421,,Shesue,,Great Falls,VA,22066,FAIRFAXVA,,,,LEXINGTON ESTATES,Zhihao H Wang,88210,"UnionPlus Realty, Inc.",UPR1,(301) 309-8859,Altaf S Mohamed,78093,Compass,COMPS9,(301) 304-8444,,Conventional,StandardSale,StandardSale,StandardSale,9664,2022,0.54,011,FeeSimple,No,No,Yes,Annually,80,Annually,1977,2725,,5,3,0,Three,SplitLevel,"Lower1,Lower2,Main,Upper1,Upper2",,Yes,2,Yes,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1841,884,,,,38.9858939,-77.303631
MDMC2048676,RES,Closed,,4,4,04/29/2022,05/01/2022 12:00:00 AM,06/01/2022,05/31/2022,"$949,500","$949,500","$1,100,000",6011,,Goldsboro,,Bethesda,MD,20817,MONTGOMERYMD,,,,WOODBURN,Ashk Adamiyatt,1019,TTR Sotheby's International Realty,TTRS4,(301) 967-3344,Hengameh Hennie Keshani,3388,"Long & Foster Real Estate, Inc.",LNG14,(301) 469-4700,,Conventional,StandardSale,StandardSale,StandardSale,8200,2022,0.16,,FeeSimple,No,No,No,,,,1951,2134,Excellent,4,3,,Two,"French,Rancher","Lower1,Main",,Yes,,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1307,827,Excellent,,,38.9761301,-77.1072716
MDMC2057276,RES,Closed,,15,15,07/01/2022,07/15/2022 12:00:00 AM,08/17/2022,08/17/2022,"$1,149,000","$1,149,000","$1,125,000",8221,,Lochinver,,Potomac,MD,20854,MONTGOMERYMD,,,,INVERNESS WOODS,Andrew Tzamaras,3008164,RE/MAX Town Center,RXTC2,(301) 637-9762,Dana Cruz,101447,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,,Conventional,StandardSale,StandardSale,StandardSale,9332,2021,0.24,R,FeeSimple,No,No,No,,,,1979,3318,,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,1,,BRIGHT,2768,550,,,,39.0397276,-77.1672882
VAFX2069806,RES,Closed,,4,4,05/20/2022,05/23/2022 12:00:00 AM,06/17/2022,06/17/2022,"$1,875,000","$1,875,000","$2,055,000",6544,,Tucker,,Mclean,VA,22101,FAIRFAXVA,,,,CHESTERFIELD,Monica Gibson,3011800,Keller Williams Realty,KWR21,(703) 636-7300,Jennifer S Smira,3014837,Compass,COMPS1,(202) 386-6330,,Conventional,StandardSale,StandardSale,StandardSale,16558,2021,0.24,011,FeeSimple,No,No,No,,,,2014,4526,Excellent,5,4,1,Three,"Traditional,Transitional","Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3526,1000,Excellent,75,85,38.9338676,-77.1772604
VAFX2052260,RES,Closed,,7,7,02/24/2022,03/01/2022 12:00:00 AM,04/15/2022,04/15/2022,"$1,099,900","$1,099,900","$1,315,000",1930,,Foxhall,,Mclean,VA,22101,FAIRFAXVA,,,,FOXHALL,Barak Sky,3006887,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,Laura London,3107408,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,11146,2022,0.31,011,FeeSimple,No,No,No,,,,1964,2140,,4,2,1,Two,Federal,"Lower1,Main",,Yes,,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1070,1070,,,,38.911617,-77.17984
MDMC2046458,RES,Closed,,5,5,04/29/2022,05/02/2022 12:00:00 AM,06/01/2022,05/31/2022,"$1,199,000","$1,199,000","$1,269,000",11120,,Candlelight,,Potomac,MD,20854,MONTGOMERYMD,,,,INVERNESS WOODS,Saji Sebastian,3025738,RE/MAX Town Center,RXTC1,(301) 540-2232,Jay I Yi,92162,Fairfax Realty Select,FXR1,(703) 533-8660,,Conventional,StandardSale,StandardSale,StandardSale,10061,2021,0.32,R,FeeSimple,No,No,No,,,,1979,3990,Excellent,4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.25,0,,BRIGHT,3240,750,Excellent,100,90,39.0406242,-77.1677174
MDMC2063066,RES,Closed,,2,2,08/02/2022,08/03/2022 12:00:00 AM,08/07/2022,08/03/2022,"$1,199,000","$1,199,000","$1,125,000",6108,,Welborn,,Bethesda,MD,20816,MONTGOMERYMD,,,,WOODACRES,Matthew D Maury,3960,"Stuart & Maury, Inc.",STU1,(301) 654-3200,Nora W McDonnell,3087705,TTR Sotheby's International Realty,TTRS4,(301) 967-3344,,Conventional,StandardSale,StandardSale,StandardSale,9337,2021,0.18,R,FeeSimple,No,No,No,,,,1941,1922,,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1922,0,,,,38.9681336,-77.1228841
VAFX2076762,RES,Closed,,42,42,06/21/2022,08/01/2022 12:00:00 AM,09/07/2022,09/07/2022,"$1,674,900","$1,649,900","$1,625,000",1842,,Mamie Dyer,,Vienna,VA,22182,FAIRFAXVA,,,,FRANCIS YOUNG ESTATES,Ann E Romer,16596,"Weichert, REALTORS",WEI70,(703) 760-8880,Zabrine Watson,3087722,Compass,COMPS6,(703) 266-7277,,Conventional,StandardSale,StandardSale,StandardSale,19297,2022,0.24,011,FeeSimple,No,No,Yes,Monthly,69.16,Monthly,2009,6900,VeryGood,6,5,1,Four,"Colonial,Craftsman","Lower1,Main,Upper1,Upper2",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,NOTTINGHAM,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,5000,1900,VeryGood,,,38.924123,-77.2729803
MDMC2048228,RES,Closed,,1,1,04/28/2022,04/28/2022 12:00:00 AM,05/19/2022,05/19/2022,"$849,900","$849,900","$999,900",6708,,Buttermere,,Bethesda,MD,20817,MONTGOMERYMD,,,,BETHESDA,Cameron Goodman,3106863,"Thos D. Walsh, Inc.",TDW1,(202) 237-8488,Dorothy A Kingsley,3087641,"Weichert, REALTORS",WEI81,(301) 610-6444,"$5,200",Conventional,StandardSale,StandardSale,StandardSale,8554,2021,0.21,R,FeeSimple,No,No,No,,,,1962,2724,,5,2,1,Four,Federal,"Lower1,Main,Upper1,Upper2",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,2172,552,,,,39.0186038,-77.1407301
VAFX2059518,RES,Closed,,1,1,03/31/2022,03/31/2022 12:00:00 AM,06/29/2022,06/28/2022,"$2,525,000","$2,525,000","$2,525,000",6645,,Kirkley,,Mclean,VA,22101,FAIRFAXVA,,,,KENT GARDENS,Glenn A Feagans,118024,Keller Williams Realty,KWR21,(703) 636-7300,Jake E Sullivan,15257,RE/MAX Allegiance,RMAX34,(703) 237-9500,,Conventional,StandardSale,StandardSale,StandardSale,12000,2021,0.25,,FeeSimple,No,No,No,,,,2021,6100,Excellent,6,6,1,Three,Transitional,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,4150,1950,Excellent,,,38.915198,-77.174468
