MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
VAAR2022826,RES,Closed,,1,1,09/20/2022,09/20/2022 12:00:00 AM,09/20/2022,09/20/2022,"$925,000","$925,000","$925,000",2150,N,Stafford,,Arlington,VA,22207,ARLINGTONVA,,,,CHERRYDALE,Miriam Gennari,3109793,Ikon Realty,IKON6,(703) 658-3999,Jason Cheperdak,3112987,Samson Properties,SAMP4,(703) 378-8810,,Cash,StandardSale,StandardSale,StandardSale,8305,2022,0.25,026,FeeSimple,No,No,No,,,,1905,1200,,3,2,,Three,Colonial,"Main,Upper1",,Yes,,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1200,0,,,,38.8982142,-77.11208789999999
DCDC2067824,RES,Closed,,0,0,09/20/2022,07/07/2022 12:00:00 AM,09/20/2022,09/15/2022,"$800,000","$800,000","$800,000",2801,,New Mexico,1405,Washington,DC,20007,WASHINGTONDC,,,,OBSERVATORY CIRCLE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Traudel Lange,3590,Compass,COMPS9,(301) 304-8444,,Cash,StandardSale,StandardSale,StandardSale,4898,2021,,0,Condominium,No,Yes,No,,,,1966,1438,,1,1,1,One,"Traditional,Transitional",Main,14,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1438,0,,,,38.9308921,-77.0843519
DCDC2066720,RES,Closed,,0,0,09/17/2022,08/03/2022 12:00:00 AM,09/17/2022,09/12/2022,"$1,100,000","$1,100,000","$1,100,000",4516,,Argyle,,Washington,DC,20011,WASHINGTONDC,,,,CRESTWOOD,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Ashlee T White,3252115,TTR Sotheby's International Realty,TTRS2,(202) 333-1212,,Cash,StandardSale,StandardSale,StandardSale,4463,2021,0.21,0,FeeSimple,No,No,No,,,,1950,2897,,6,3,2,Three,Tudor,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2171,726,,,,38.9071923,-77.0368707
DCDC2067466,RES,Closed,,0,0,09/16/2022,08/29/2022 12:00:00 AM,09/16/2022,09/16/2022,"$850,000","$850,000","$850,000",235,,12Th,,Washington,DC,20003,WASHINGTONDC,,,,CAPITOL HILL,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Brent E Jackson,141120,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,,Cash,StandardSale,StandardSale,StandardSale,6784,2021,0.04,0,FeeSimple,No,No,No,,,,1900,1368,,3,1,,Two,Traditional,Main,,No,2,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,1368,0,,,,38.9071923,-77.0368707
MDMC2069470,RES,Closed,,1,1,09/16/2022,09/16/2022 12:00:00 AM,09/16/2022,09/16/2022,"$1,899,900","$1,899,900","$1,966,900",8551,,Connecticut,313,Chevy Chase,MD,20815,MONTGOMERYMD,,,,CHEVY CHASE,AJINDER Jennie Mann,3022215,McWilliams/Ballard Inc.,MCWB1,(703) 535-5550,Michael W Rankin,10391,TTR Sotheby's International Realty,TTRS2,(202) 333-1212,"$19,500",Cash,StandardSale,StandardSale,StandardSale,0,2022,,,Condominium,No,Yes,No,,,,2022,1930,Excellent,2,2,1,One,Contemporary,Main,3,No,2,,"DryerInUnit,WasherInUnit",,,Yes,No,Yes,Design 8,StandardSale,StandardSale,StandardSale,3,0,,BRIGHT,1930,0,Excellent,,,38.9905551,-77.0772289
VAAR2022682,RES,Closed,,1,1,09/15/2022,09/15/2022 12:00:00 AM,09/23/2022,09/22/2022,"$845,000","$845,000","$845,000",1276,N,Wayne,622,Arlington,VA,22201,ARLINGTONVA,,,,COURTHOUSE,Eduardo A. Manus,3014995,KW Metro Center,KWR17,(703) 224-6000,Eduardo A. Manus,3014995,KW Metro Center,KWR17,(703) 224-6000,,Cash,StandardSale,StandardSale,StandardSale,8315,2022,,009,Condominium,No,Yes,No,,,,1992,1432,,3,2,,One,Contemporary,Main,6,No,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1432,0,,,,38.8880795,-77.0867808
VAAR2022678,RES,Closed,,1,1,09/15/2022,09/15/2022 12:00:00 AM,09/15/2022,09/15/2022,"$1,960,000","$1,960,000","$1,960,000",1401,N,Oak,606,Arlington,VA,22209,ARLINGTONVA,,,,THE WESLIE,Anthony P Cammarota,32059,"RE/MAX Distinctive Real Estate, Inc.",RMAX5,(703) 821-1840,Anthony P Cammarota,32059,"RE/MAX Distinctive Real Estate, Inc.",RMAX5,(703) 821-1840,,Cash,StandardSale,StandardSale,StandardSale,14821.38,2016,,009,Condominium,No,Yes,No,,,,1981,2024,Excellent,3,2,1,Two,Contemporary,"Main,Upper1",6,No,3,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,2024,0,Excellent,,,38.8904482,-77.07299569999999
DCDC2067120,RES,Closed,,3,3,09/15/2022,09/17/2022 12:00:00 AM,09/30/2022,09/30/2022,"$1,395,000","$1,395,000","$1,395,000",1008,,Independence,,Washington,DC,20003,WASHINGTONDC,,,,CAPITOL HILL,Peter D Grimm,148240,Berkshire Hathaway HomeServices PenFed Realty,PFED4,(202) 608-1880,Kristina S Walker,134229,KW United,KWR30,(703) 533-1500,,Conventional,StandardSale,StandardSale,StandardSale,9161,2021,0.03,0,FeeSimple,No,No,No,,,,1900,2372,Excellent,4,3,1,Three,Victorian,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1708,664,Excellent,75,100,38.8875751,-77.0296193
DCDC2066902,RES,Closed,,3,3,09/14/2022,09/15/2022 12:00:00 AM,09/30/2022,09/30/2022,"$530,000","$530,000","$530,000",2032,,Belmont,407,Washington,DC,20009,WASHINGTONDC,,,,KALORAMA,Shaye Zakotnik,3282103,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,Nelson G Marban,88612,"Washington Fine Properties, LLC",WFP1,(202) 944-5000,,Conventional,StandardSale,StandardSale,StandardSale,3375,2021,,0,Condominium,No,Yes,No,,,,1928,1032,"Excellent,VeryGood",2,1,1,One,"ArtDeco,CondoUnit",Main,4,No,,No,Common,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.75,2.75,,BRIGHT,1032,0,"Excellent,VeryGood",,,38.9204794,-77.0339413
DCDC2066872,RES,Closed,,0,0,09/14/2022,08/18/2022 12:00:00 AM,09/14/2022,09/13/2022,"$569,000","$569,000","$569,000",5201,,Wisconsin,104,Washington,DC,20015,WASHINGTONDC,,,,CHEVY CHASE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Kirsten C Williams,50132,TTR Sotheby's International Realty,TTRS4,(301) 967-3344,,Conventional,StandardSale,StandardSale,StandardSale,5540,2021,,0,Condominium,No,Yes,No,,,,2010,1185,,2,2,,One,Traditional,Main,1,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1185,0,,,,43.7844397,-88.7878678
DCDC2062482,RES,Closed,,2,2,09/14/2022,09/15/2022 12:00:00 AM,09/24/2022,09/23/2022,"$242,500","$242,500","$240,000",522,,21St,910,Washington,DC,20006,WASHINGTONDC,,,,FOGGY BOTTOM,Sherri Anne Green,3106885,Coldwell Banker Realty,CBRB106,(202) 387-6180,Lauren D Tawil,132416,"McEnearney Associates, Inc.",MCE7,(202) 552-5600,,Cash,StandardSale,StandardSale,StandardSale,1675,2021,,0,Condominium,No,Yes,No,,,,1989,450,,0,1,,One,Contemporary,Main,9,No,,,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,450,0,,,,38.8987252,-76.9741697
DCDC2066748,RES,Closed,,2,2,09/15/2022,09/16/2022 12:00:00 AM,09/28/2022,09/28/2022,"$699,000","$699,000","$739,000",456,,M,2,Washington,DC,20001,WASHINGTONDC,,,,SHAW,Shelley I Gold,59524,Compass,COMPS1,(202) 386-6330,LeeAnna Melton,3319254,RE/MAX Allegiance,RMAX20,(202) 547-5600,,Cash,StandardSale,StandardSale,StandardSale,5941.5,2021,,0,Condominium,No,Yes,No,,,,1900,1252,VeryGood,2,2,,One,Transitional,Main,,No,1,,"DryerInUnit,WasherInUnit",,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1252,0,VeryGood,,,38.9071923,-77.0368707
DCDC2058436,RES,Closed,,3,47,09/12/2022,09/14/2022 12:00:00 AM,09/30/2022,09/30/2022,"$1,500,000","$1,500,000","$1,535,000",1525,,P,4,Washington,DC,20005,WASHINGTONDC,,,,LOGAN CIRCLE,Brent E Jackson,141120,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,Amir Tabatabai,3058409,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,,Cash,StandardSale,StandardSale,StandardSale,72451,2020,0.05,,FeeSimple,No,Yes,No,,,,1890,1600,Excellent,3,2,,One,"Contemporary,Victorian",Main,,No,,,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,3,0,,BRIGHT,1600,,Excellent,,,38.9071923,-77.0368707
VAAR2022520,RES,Closed,,0,0,09/12/2022,11/10/2021 12:00:00 AM,09/12/2022,08/26/2022,"$3,550,000","$3,550,000","$2,550,000",3882,,30Th,,Arlington,VA,22207,ARLINGTONVA,,,,NONE AVAILABLE,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Andre M Perez,60191,Compass,COMPS6,(703) 266-7277,,Conventional,StandardSale,StandardSale,StandardSale,9080,2022,0.32,026,FeeSimple,No,No,No,,,,2019,6000,Excellent,5,5,1,Four,Other,Main,,Yes,2,,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,6000,0,Excellent,,,38.904724,-77.1382687
MDMC2068826,RES,Closed,,0,0,09/11/2022,03/21/2022 12:00:00 AM,09/11/2022,09/09/2022,"$1,599,000","$1,599,000","$1,599,000",123,,Geneva,,Silver Spring,MD,20910,MONTGOMERYMD,,,,TAKOMA PARK,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Katherine L Bocock,3249214,Compass,COMPS2,(301) 298-1001,,Conventional,StandardSale,StandardSale,StandardSale,4819,2022,0.2,R,FeeSimple,No,No,No,,,,2022,5200,Excellent,6,4,1,Three,Contemporary,"Lower1,Main,Upper1",,Yes,2,,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,4000,1200,Excellent,,,38.9852362,-77.0062798
VAAR2022440,RES,Closed,,4,4,09/10/2022,09/13/2022 12:00:00 AM,09/30/2022,09/29/2022,"$495,000","$495,000","$480,000",1530,,Key,1010,Arlington,VA,22209,ARLINGTONVA,,,,ATRIUM CONDO,Renzo Antonio Melendez Cabrera,3328312,"Condo 1, Inc.",CNDO1,(703) 228-9007,Dilyara Daminova,3064663,Samson Properties,SAMP14,(703) 378-8810,,Cash,StandardSale,StandardSale,StandardSale,4447,2022,,009,Condominium,No,Yes,No,,,,1986,850,,1,1,,One,CondoUnit,Main,10,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,850,0,,,,38.8799697,-77.1067698
DCDC2066454,RES,Closed,,0,0,09/10/2022,05/14/2022 12:00:00 AM,09/10/2022,08/22/2022,"$560,000","$560,000","$565,275",3001,,Veazey,701,Washington,DC,20008,WASHINGTONDC,,,,FOREST HILLS,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Judith R Kelly,3357,"Long & Foster Real Estate, Inc.",LNG1,(301) 907-7600,,Cash,StandardSale,StandardSale,StandardSale,718581,2021,,0,Cooperative,No,Yes,No,,,,1967,1550,,2,2,,One,Contemporary,Main,7,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1550,0,,,,38.9439742,-77.0747191
DCDC2066392,RES,Closed,,1,1,09/09/2022,09/09/2022 12:00:00 AM,09/09/2022,09/09/2022,"$599,000","$599,000","$590,000",3014,,Dent,44E,Washington,DC,20007,WASHINGTONDC,,,,GEORGETOWN,Gerda E Gaetjen,79692,CENTURY 21 New Millennium,CENT2007,(703) 556-4222,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,,Conventional,StandardSale,StandardSale,StandardSale,3635,2021,,0,Condominium,No,Yes,No,,,,1910,800,,2,1,,Four,"CondoUnit,Victorian",Main,4,No,,Yes,"BsmtLaundry,Common,Shared",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,0,0,,BRIGHT,800,0,,,,38.9071923,-77.0368707
VAAR2020590,RES,Closed,,5,5,09/09/2022,09/12/2022 12:00:00 AM,09/30/2022,09/30/2022,"$1,250,000","$1,250,000","$1,282,000",4306,,24Th,,Arlington,VA,22207,ARLINGTONVA,,,,LEE HEIGHTS,Donna R Hamaker,3003675,"William G. Buck & Assoc., Inc.",BUCK1,(703) 528-2288,Natalie Vaughan,152083,Compass,COMPS6,(703) 266-7277,"$5,000",Conventional,StandardSale,StandardSale,StandardSale,11411,2022,0.18,026,FeeSimple,No,No,No,,,,1951,2366,Excellent,4,3,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,1,Yes,LowFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1766,600,Excellent,,,38.8489473,-77.0824304
DCDC2065902,RES,Closed,,6,6,09/09/2022,09/14/2022 12:00:00 AM,09/30/2022,09/30/2022,"$825,000","$825,000","$816,750",1322,,Rittenhouse,,Washington,DC,20011,WASHINGTONDC,,,,BRIGHTWOOD,Karen K Thibeau,88884,"Long & Foster Real Estate, Inc.",LNG338,(202) 966-1400,Shanika Hopson,3113622,Keller Williams Capital Properties,KWCP1,(202) 243-7700,,Conventional,StandardSale,StandardSale,StandardSale,5454,2021,0.07,0,FeeSimple,No,No,No,,,,1936,2483,Excellent,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1722,761,Excellent,,,38.9654312,-77.0363282
DCDC2063698,RES,Closed,,4,4,09/09/2022,09/12/2022 12:00:00 AM,09/29/2022,09/29/2022,"$1,275,000","$1,275,000","$1,400,000",3154,,Patterson,,Washington,DC,20015,WASHINGTONDC,,,,CHEVY CHASE,LISA B RESCH,3108555,Compass,COMPS2,(301) 298-1001,Megan Stohner Conway,3256529,Compass,COMPS2,(301) 298-1001,,Other,StandardSale,StandardSale,StandardSale,7405,2021,0.13,0,FeeSimple,No,No,No,,,,1942,2559,Excellent,3,2,1,Three,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,2093,466,Excellent,,,38.9071923,-77.0368707
DCDC2065442,RES,Closed,,3,3,09/09/2022,09/11/2022 12:00:00 AM,09/23/2022,09/23/2022,"$1,495,000","$1,495,000","$1,584,000",238,,10Th,,Washington,DC,20003,WASHINGTONDC,,,,CAPITOL HILL,Jacob Anderson,3089809,Compass,COMPS3,(202) 545-6900,Libby Clarke,3065005,Compass,COMPS3,(202) 545-6900,,Conventional,StandardSale,StandardSale,StandardSale,8563,2021,0.04,0,FeeSimple,No,No,No,,,,1923,2110,,3,3,,Three,Federal,"Lower1,Main,Upper1",,Yes,1,Yes,,,8,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1422,688,,,,38.9071923,-77.0368707
DCDC2063198,RES,Closed,,6,6,09/08/2022,09/13/2022 12:00:00 AM,09/30/2022,09/30/2022,"$380,000","$380,000","$393,700",3401,,38Th,903,Washington,DC,20016,WASHINGTONDC,,,,CLEVELAND PARK,Paul R Czuba,3110968,Compass,COMPS1,(202) 386-6330,Danielle Spira,3226285,Compass,COMPS4,(202) 448-9002,,Cash,StandardSale,StandardSale,StandardSale,2756,2021,,0,Condominium,No,Yes,No,,,,1989,555,,1,1,,One,CondoUnit,Main,9,No,,,"DryerInUnit,WasherInUnit",,,No,No,No,,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,555,0,,,,38.9071923,-77.0368707
DCDC2066138,RES,Closed,,3,3,09/13/2022,09/15/2022 12:00:00 AM,09/29/2022,09/29/2022,"$2,099,999","$2,099,999","$2,099,999",1177,,22Nd,3D,Washington,DC,20037,WASHINGTONDC,,,,WEST END,Patrick P Chauvin,11189,Compass,COMPS4,(202) 448-9002,Jennifer Touchette,3031201,Compass,COMPS2,(301) 298-1001,"$1,500",Cash,StandardSale,StandardSale,StandardSale,16237,2021,,0,Condominium,No,Yes,No,,,,2008,1967,VeryGood,3,3,,One,Contemporary,Main,3,No,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1967,0,VeryGood,,,38.9071923,-77.0368707
DCDC2065676,RES,Closed,,0,0,09/08/2022,05/21/2022 12:00:00 AM,09/08/2022,08/19/2022,"$1,620,000","$1,620,000","$1,620,000",1315,,Independence,12,Washington,DC,20003,WASHINGTONDC,,,,CAPITOL HILL,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Betsy K. Rutkowski,3269362,"Long & Foster Real Estate, Inc.",LNG202,(202) 547-9200,,Conventional,StandardSale,StandardSale,StandardSale,6934,2021,,0,Condominium,No,Yes,No,,,,1906,2101,Excellent,2,2,,One,"ConvertedDwelling,Traditional",Main,2,No,1,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,Expansive Loft,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,2101,0,Excellent,,,38.8875751,-77.0296193
