MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
VAFX2093492,RES,Closed,,6,6,09/08/2022,09/12/2022 12:00:00 AM,09/22/2022,09/22/2022,"$575,000","$575,000","$575,000",4539,,Saucon Valley,,Alexandria,VA,22312,FAIRFAXVA,,,,PINECREST,Tracey K Barrett,3027610,Century 21 Redwood Realty,RDWG7,(703) 359-7800,Zhen Wang,3022282,Premiere Realty,PMEE1,(703) 748-0001,"$4,000",Cash,StandardSale,StandardSale,StandardSale,5917,2022,0.03,031,FeeSimple,No,No,Yes,Quarterly,270,Quarterly,1986,1828,VeryGood,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,BsmtLaundry,,,Yes,No,No,Blair,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1372,456,VeryGood,,,38.8264927,-77.167695
VAFX2093244,RES,Closed,,2,2,09/09/2022,09/09/2022 12:00:00 AM,09/28/2022,09/28/2022,"$950,000","$950,000","$935,000",6519,,33Rd,,Falls Church,VA,22043,FAIRFAXVA,,,,WESTMORE GARDENS,Aaron P Banikiotes,147880,"Weichert, REALTORS",WEI40,(703) 264-0000,Alasgar Farhadov,110048,Compass,COMPS6,(703) 266-7277,,Cash,StandardSale,StandardSale,StandardSale,9778,2022,0.24,011,FeeSimple,No,No,No,,,,1951,1220,,3,2,,Two,Traditional,Main,,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1220,0,,,,38.8988723,-77.1670881
VAFA2001080,RES,Closed,,2,2,09/02/2022,09/03/2022 12:00:00 AM,09/27/2022,09/27/2022,"$450,000","$450,000","$460,000",212,S,Virginia,78,Falls Church,VA,22046,FALLSCHURCHCITYVA,,,,WINTER HILL,Barbara Guynn Johnson,64285,"Long & Foster Real Estate, Inc.",LNG83,(703) 790-1990,Anna Breen,3322754,KW United,KWR30,(703) 533-1500,,FHA,StandardSale,StandardSale,StandardSale,5763,2022,,,Other,No,Yes,No,,,,1948,784,VeryGood,2,1,1,Two,Traditional,"Main,Upper1",,No,,No,UpprFlrLndry,,4,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,784,0,VeryGood,,,38.883895,-77.17772169999999
VAAX2017094,RES,Closed,,7,7,09/01/2022,09/07/2022 12:00:00 AM,09/30/2022,09/30/2022,"$390,000","$390,000","$396,000",4850,,Eisenhower,203,Alexandria,VA,22304,ALEXANDRIACITYVA,,,,EXCHANGE AT VAN DORN,Cynthia Schneider,12156,"Long & Foster Real Estate, Inc.",LNG8,(703) 313-6499,Chelsea S. Owusu,3303639,Compass,COMPS1,(202) 386-6330,,VA,StandardSale,StandardSale,StandardSale,3789,2022,,14,Condominium,No,Yes,No,,,,2003,1094,VeryGood,2,2,,One,Contemporary,Main,2,No,2,No,,,,Yes,No,No,Kennedy,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1094,0,VeryGood,,,38.8040243,-77.0972487
VAFX2088418,RES,Closed,,9,9,09/01/2022,09/09/2022 12:00:00 AM,09/22/2022,09/22/2022,"$375,000","$375,000","$375,000",6607,,Jupiter Hills,G,Alexandria,VA,22312,FAIRFAXVA,,,,CARR AT PINECREST,ELIZABETH ANN KLINE,3093339,RE/MAX 100,RMAX1002,(703) 642-3380,Caridad Amparo Collins,3283357,KW Metro Center,KWR19,(703) 535-3610,,Cash,StandardSale,StandardSale,StandardSale,3837,2022,,035,Condominium,No,Yes,Yes,Quarterly,270,Quarterly,1985,1190,VeryGood,2,2,,Two,Other,Main,2,No,,Yes,"HasLaundry,MainFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1190,0,VeryGood,,,38.8258209,-77.1712586
VAAR2022048,RES,Closed,,0,0,09/01/2022,07/30/2022 12:00:00 AM,09/01/2022,09/01/2022,"$875,000","$875,000","$875,000",1818,N,Van Buren,,Arlington,VA,22205,ARLINGTONVA,,,,FALLS CHURCH PARK,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Tom Francis,99166,Keller Williams Realty,KWR21,(703) 636-7300,,Cash,StandardSale,StandardSale,StandardSale,11534,2022,0.17,026,FeeSimple,No,No,No,,,,1988,3648,,5,3,1,Three,Transitional,"Main,Upper1,Upper2",,Yes,,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,0,,,BRIGHT,2436,1212,,,,38.8839237,-77.1595932
VAFX2092618,RES,Closed,,3,3,09/08/2022,09/10/2022 12:00:00 AM,09/29/2022,09/28/2022,"$589,000","$589,000","$599,000",2548,,Herrell,,Falls Church,VA,22043,FAIRFAXVA,,,,DOMINION HEIGHTS,Muayyad Hikmat Nour,3220716,Realty One Group Capital Properties,ROGC1,(703) 214-5100,Keri K Shull,145356,Optime Realty,OPMR1,(571) 260-0038,,Conventional,StandardSale,StandardSale,StandardSale,5708,2022,0.06,031,FeeSimple,No,No,Yes,Monthly,100,Monthly,1977,1440,,3,2,,Two,Other,"Main,Upper1",,No,,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1440,0,,,,38.88233400000001,-77.1710914
VAAX2016986,RES,Closed,,8,8,09/01/2022,09/07/2022 12:00:00 AM,09/27/2022,09/26/2022,"$595,000","$595,000","$610,000",5423,,Barrister,,Alexandria,VA,22304,ALEXANDRIACITYVA,,,,HOLLAND TOWNE,Jeffrey A Jacobs,3027242,Compass,COMPS7,(703) 229-8935,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,,Conventional,StandardSale,StandardSale,StandardSale,5621,2022,0.03,61,FeeSimple,No,No,Yes,Quarterly,303,Quarterly,1985,1796,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,END UNIT,StandardSale,StandardSale,StandardSale,2.75,,,BRIGHT,1796,0,,,,38.824112,-77.1215937
VAAR2022018,RES,Closed,,6,83,09/01/2022,09/06/2022 12:00:00 AM,09/28/2022,09/19/2022,"$449,900","$449,900","$445,000",888,N,Quincy,603,Arlington,VA,22203,ARLINGTONVA,,,,RESIDENCES AT LIBERTY CENTER,Alasgar Farhadov,110048,Compass,COMPS6,(703) 266-7277,Shaun Murphy,137971,Compass,COMPS7,(703) 229-8935,,Cash,StandardSale,StandardSale,StandardSale,4514,2022,,,Condominium,No,Yes,No,,,,2008,701,,1,1,,One,Contemporary,Main,6,No,1,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,701,0,,,,38.880851,-77.1077826
VAFX2092558,RES,Closed,,11,49,09/01/2022,09/11/2022 12:00:00 AM,09/30/2022,09/30/2022,"$537,000","$537,000","$529,000",2664,,Manhattan,103,Vienna,VA,22180,FAIRFAXVA,,,,WESTBRIAR PLAZA,Sharon R Hayman,15617,TTR Sotheby's International Realty,TTRS8,(703) 745-1212,Maria C Sison,71690,Compass,COMPS5,(703) 310-6111,,Conventional,StandardSale,StandardSale,StandardSale,5808,2021,,,Condominium,No,Yes,No,,,,2003,1590,Excellent,2,2,1,Two,"Colonial,Contemporary","Main,Upper1",,No,3,Yes,"DryerInUnit,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1590,0,Excellent,,,38.8815924,-77.2257561
VAAR2022004,RES,Closed,,19,19,09/01/2022,09/19/2022 12:00:00 AM,09/30/2022,09/30/2022,"$214,900","$214,900","$214,900",4600,S,Four Mile Run,141,Arlington,VA,22204,ARLINGTONVA,,,,THE CARLTON,Matthew P Leighton,3053476,Century 21 Redwood Realty,RDWG2,(703) 528-8195,Jorden C Booth,3111074,"Pearson Smith Realty, LLC",PSTH5,(571) 386-1075,"$5,000",Conventional,StandardSale,StandardSale,StandardSale,2153,2022,,009,Condominium,No,Yes,No,,,,1965,1084,,2,1,,One,Contemporary,Main,1,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1084,0,,,,38.8549049,-77.10739029999999
VAFX2092360,RES,Closed,,5,5,09/03/2022,09/07/2022 12:00:00 AM,09/24/2022,09/20/2022,"$346,200","$346,200","$357,200",8116,,Kingsway,277,Springfield,VA,22152,FAIRFAXVA,,,,CARDINAL  FOREST,Sharon E Jarrott,13854,"Central Properties, LLC,",CTRP1,(202) 232-0600,Sarah A. Reynolds,141480,"Keller Williams Chantilly Ventures, LLC",KWR4,(703) 815-5700,,Cash,StandardSale,StandardSale,StandardSale,3593,2022,,,Condominium,No,Yes,No,,,,1968,1120,Excellent,2,1,1,Two,Traditional,"Main,Upper1",,No,,No,"DryerInUnit,UpprFlrLndry",,6,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,1120,,Excellent,,,38.7903483,-77.224582
VAFX2092294,RES,Closed,,6,6,09/15/2022,09/20/2022 12:00:00 AM,09/26/2022,09/26/2022,"$1,100,000","$1,100,000","$1,200,000",6697,,Jessamine,,Annandale,VA,22003,FAIRFAXVA,,,,CALLAWAY,William S Amery,68390,"Long & Foster Real Estate, Inc.",LNG79,(703) 573-2600,Young H Lee Hwang,112755,Fairfax Realty,FRX4,(703) 766-2710,,Cash,StandardSale,StandardSale,StandardSale,10917,2022,0.13,011,FeeSimple,No,No,Yes,Monthly,198.85,Monthly,2014,4644,Excellent,5,4,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,2,Yes,UpprFlrLndry,,,Yes,No,No,The Thurston,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,3176,1468,Excellent,,,38.8238716,-77.1711912
VAAR2021670,RES,Closed,,10,48,09/07/2022,09/15/2022 12:00:00 AM,09/28/2022,09/28/2022,"$449,900","$449,900","$430,000",851,N,Glebe,1103,Arlington,VA,22203,ARLINGTONVA,,,,BALLSTON,Blake Davenport,3099547,RLAH @properties,RLAH3,(703) 390-9460,Alyssa J Cannon,145422,"McEnearney Associates, Inc.",MCE6,(703) 525-1900,,Cash,StandardSale,StandardSale,StandardSale,4525,2022,,009,Condominium,No,Yes,No,,,,2003,752,,1,1,,One,Contemporary,Main,11,No,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,752,0,,,,38.88124880000001,-77.1145593
VAAX2017018,RES,Closed,,1,1,08/31/2022,08/31/2022 12:00:00 AM,08/31/2022,08/31/2022,"$342,500","$342,500","$342,500",4850,,Eisenhower,212,Alexandria,VA,22304,ALEXANDRIACITYVA,,,,EXCHANGE AT VAN DORN,Sunny Y Lee,3648,"NBI Realty, LLC",NBI1,(703) 256-6247,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,,Conventional,StandardSale,StandardSale,StandardSale,3526,2022,,014,Condominium,No,Yes,No,,,,2003,1096,,2,2,,One,Contemporary,Main,2,No,2,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,0,,,BRIGHT,1096,0,,,,38.8040243,-77.0972487
VAAR2021906,RES,Closed,,0,0,09/05/2022,09/05/2022 12:00:00 AM,09/26/2022,09/23/2022,"$259,800","$259,800","$259,800",4141,,Henderson,1008,Arlington,VA,22203,ARLINGTONVA,,,,HYDE PARK,Cody Chance,3022795,"Long & Foster Real Estate, Inc.",LNG84,(703) 522-0500,Traci L. McAllister,3065821,"Long & Foster Real Estate, Inc.",LNG127,(703) 724-9494,,Conventional,StandardSale,StandardSale,StandardSale,3001,2022,,009,Condominium,No,Yes,No,,,,1973,539,,0,1,,One,MidCenturyModern,Main,10,No,2,No,,,,No,No,No,,StandardSale,StandardSale,StandardSale,3,,,BRIGHT,539,0,,,,38.8720497,-77.1115945
VAAR2021838,RES,Closed,,4,4,09/08/2022,09/11/2022 12:00:00 AM,09/30/2022,09/30/2022,"$499,900","$499,900","$490,000",3046,S,Abingdon,A1,Arlington,VA,22206,ARLINGTONVA,,,,FAIRLINGTON VILLAGES,Lauren E Kolazas,3001686,RLAH @properties,RLAH3,(703) 390-9460,Edwin Glen Redmon,3278030,CENTURY 21 New Millennium,CENT2001,(703) 922-4010,,Conventional,StandardSale,StandardSale,StandardSale,4680,2022,,006,Condominium,No,Yes,No,,,,1944,1490,,1,2,,Two,Traditional,"Lower1,Main",1,Yes,,No,"DryerInUnit,WasherInUnit",,,Yes,No,No,Barcroft,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,745,745,,,,38.838087,-77.097498
VAFX2092056,RES,Closed,,2,2,08/29/2022,08/30/2022 12:00:00 AM,09/09/2022,09/09/2022,"$215,555","$215,555","$212,500",7758,,Donnybrook,2,Annandale,VA,22003,FAIRFAXVA,,,,HERITAGE WOODS NORTH,Anshum Sapra,111374,BAJWA ASSOCIATES LLC,BAJ1,(202) 758-5200,Anshum Sapra,111374,BAJWA ASSOCIATES LLC,BAJ1,(202) 758-5200,,Cash,StandardSale,StandardSale,StandardSale,2174,2022,,041,Condominium,No,Yes,No,,,,1961,760,,2,1,,One,Other,Main,1,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,760,0,,,,38.8305735,-77.2123606
VAFX2091774,RES,Closed,,4,4,08/27/2022,08/29/2022 12:00:00 AM,09/29/2022,09/29/2022,"$799,999","$799,999","$800,000",2108,,Kings Garden,,Falls Church,VA,22043,FAIRFAXVA,,,,DOMINION,Francoise L Campbell,14995,CENTURY 21 New Millennium,CENT2007,(703) 556-4222,Laura Yi,3029517,Coldwell Banker Realty,CBRB47,(703) 471-7220,,Conventional,StandardSale,StandardSale,StandardSale,8834,2022,0.05,031,FeeSimple,No,No,Yes,SemiAnnually,763,SemiAnnually,1988,2736,,3,2,2,Three,Colonial,"Lower1,Main,Upper1",,Yes,1,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2136,600,,,,38.9040077,-77.2091236
VAAX2016690,RES,Closed,,6,6,08/27/2022,08/31/2022 12:00:00 AM,09/17/2022,09/16/2022,"$249,000","$249,000","$230,000",3311,,Wyndham,1194,Alexandria,VA,22302,ALEXANDRIACITYVA,,,,POINTE AT PARK CENTER,Rossana R Norwood,3016567,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,,Cash,StandardSale,StandardSale,StandardSale,2461,2021,,014,Condominium,No,Yes,No,,,,1990,647,VeryGood,1,1,,One,Traditional,Main,1,No,1,No,"HasLaundry,MainFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,647,0,VeryGood,,,38.8048355,-77.0469214
VAFX2091714,RES,Closed,,7,7,08/26/2022,09/01/2022 12:00:00 AM,09/22/2022,09/14/2022,"$524,000","$524,000","$524,000",3318,,Applegate,,Annandale,VA,22003,FAIRFAXVA,,,,STRATHMEADE SQUARE,Jeffery Thomas Luster,3079566,CENTURY 21 New Millennium,CENT2003,(703) 818-0111,Heather E Reis-Platter,3116224,KW United,KWR30,(703) 533-1500,,Cash,StandardSale,StandardSale,StandardSale,5294,2022,0.03,031,FeeSimple,No,No,Yes,Monthly,121,Monthly,1969,1302,,3,2,1,Three,Colonial,"Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1302,0,,,,38.8581489,-77.2347288
VAFX2090918,RES,Closed,,4,4,08/26/2022,08/29/2022 12:00:00 AM,09/20/2022,09/20/2022,"$895,000","$895,000","$947,500",4304,,Willow Woods,,Annandale,VA,22003,FAIRFAXVA,,,,WILLOW WOODS,Sara Tessel,3022853,"EXP Realty, LLC",EXXPR1,(833) 335-7433,Sarah Harrington,112528,"Long & Foster Real Estate, Inc.",LNG80,(703) 938-4200,"$3,000",VA,StandardSale,StandardSale,StandardSale,9048,2022,0.39,011,FeeSimple,No,No,No,,,,1963,2935,VeryGood,4,3,1,Three,SplitLevel,"Lower1,Main,Upper1,Upper2",,Yes,2,Yes,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,2318,617,VeryGood,,,38.8231683,-77.2555387
VAFX2090904,RES,Closed,,7,71,08/25/2022,08/31/2022 12:00:00 AM,09/21/2022,09/21/2022,"$255,000","$255,000","$249,000",7616,,Savannah,201,Falls Church,VA,22043,FAIRFAXVA,,,,FALLS CHURCH GARDENS,Mi Won Chang,3098822,"Long & Foster Real Estate, Inc.",LNG80,(703) 938-4200,Gabriela Berthin Oropeza,3318110,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,,Conventional,StandardSale,StandardSale,StandardSale,2227,2022,,041,Condominium,No,Yes,No,,,,1967,971,,3,1,,One,Contemporary,Main,1,No,,,"Common,LowFlrLndry",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,971,0,,,,38.878712,-77.2085579
VAFX2091110,RES,Closed,,10,10,08/25/2022,09/02/2022 12:00:00 AM,09/23/2022,09/20/2022,"$700,000","$700,000","$700,000",7306,,Rockford,,Falls Church,VA,22043,FAIRFAXVA,,,,CHURCHILL SQUARE,Katherine Massetti,3243351,"EXP Realty, LLC",EXPY4,(866) 825-7169,Nathaniel David Johnson,3327513,"Pearson Smith Realty, LLC",PSTH1,(571) 386-1075,"$10,000",Conventional,StandardSale,StandardSale,StandardSale,6951,2019,0.05,147,FeeSimple,No,No,Yes,Annually,975,Annually,1978,1950,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,,,BRIGHT,1560,390,,,,38.8996843,-77.1999937
