MLSNumber,Category,Status,Type,DOM,CDOM,ListDate,Agreement of Sale/Signed Lease Date,OffMarketDate,SettledDate,OriginalPrice,List Price,SoldPrice,StreetNumber,StreetDirection,StreetName,UnitNumber,City,State,Zip Code,County,MLSArea,Township,SchoolDistrict,Subdivision,ListAgentName,ListAgentCode,ListOfficeName,ListOfficeCode,ListOfficePhone,SellingAgent,SellingAgentCode,SellingOfficeName,SellingOfficeCode,SellingOfficePhone,SellerConcessionsAmount,FinalFinancing,FinalShortSale,FinalThirdPartyApproval,FinalBankOwned,TaxAnnualTotal,TaxYear,AcresTotal,LandUseCode,Ownership,Senior Community YN,Condo/Coop Assoc YN,HOA YN,One-TimeAssociationFee,AssociationFee,AssociationFeeFrequency,Age,InteriorSqFt,PropertyCondition,Bedrooms,BathsFull,BathsHalf,Design,Style,NumberofStories,FloorNumber,Basement YN,GarageSpaces,Fireplace YN,Laundry,Other Rooms,RoomCount,Central Air YN,Waterfront YN,New Construction YN,ModelName,AdditionalBankOwned,AdditionalThirdPartyApproval,AdditionalShortSale,BuyerBrokerCompensation,SubAgentCompensation,TransactionBrokerCompensation,OriginatingMLS,AboveGradeSqFt,BelowGradeSqFt,HomeBuilt,BasementFootprintPct,BasementFinishedPct ,Lat,Lng
MDMC2067526,RES,Closed,,9,9,09/08/2022,09/16/2022 12:00:00 AM,09/29/2022,09/29/2022,"$245,000","$245,000","$235,000",10201,,Grosvenor,510,Rockville,MD,20852,MONTGOMERYMD,,,,GROSVENOR PARK,Karen K Thibeau,88884,"Long & Foster Real Estate, Inc.",LNG338,(202) 966-1400,Pam Milan,76181,CENTURY 21 New Millennium,CENT2041,(571) 565-2320,,Cash,StandardSale,StandardSale,StandardSale,2804,2022,,U,Condominium,No,Yes,No,,,,1964,1208,Good,2,2,,One,Contemporary,Main,5,No,1,No,Common,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1208,0,Good,,,39.0839973,-77.1527578
MDMC2066740,RES,Closed,,11,11,09/07/2022,09/17/2022 12:00:00 AM,10/01/2022,09/30/2022,"$199,900","$199,900","$185,000",10524,,Weymouth,1,Bethesda,MD,20814,MONTGOMERYMD,,,,PARKSIDE CONDOMINIUMS,Don E Stanley,5456,RE/MAX Realty Services,RBE3,(240) 403-0400,Warren R Duplinsky,7042,Samson Properties,SAMP13,(240) 630-8689,,Cash,StandardSale,StandardSale,StandardSale,2342,2022,,RES,Condominium,No,Yes,No,,,,1962,789,VeryGood,1,1,,One,Contemporary,Main,1,No,,,Common,,5,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,789,0,VeryGood,,,39.0292204,-77.0922058
MDMC2068166,RES,Closed,,3,3,09/07/2022,09/09/2022 12:00:00 AM,09/30/2022,09/30/2022,"$999,000","$999,000","$1,080,000",16406,,Fox Valley,,Rockville,MD,20853,MONTGOMERYMD,,,,BROOKE MANOR,Cody J McBeth,3084361,TTR Sotheby's International Realty,TTRS5,(202) 234-3344,Kevin O Conley,3045496,Compass,COMPS9,(301) 304-8444,,Conventional,StandardSale,StandardSale,StandardSale,8345,2022,0.36,R,FeeSimple,No,No,Yes,Monthly,98,Monthly,1998,4595,"Excellent,VeryGood",4,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,3240,1355,"Excellent,VeryGood",,,39.1233219,-77.0819402
MDMC2067092,RES,Closed,,5,5,09/09/2022,09/12/2022 12:00:00 AM,09/26/2022,09/26/2022,"$479,000","$479,000","$500,000",3406,,Murdock,,Kensington,MD,20895,MONTGOMERYMD,,,,NORTH KENSINGTON,Adam M Isaacson,3021659,TTR Sotheby's International Realty,TTRS11,(301) 516-1212,Amanda M Lasko,22672,Redfin Corp,REFC2,(301) 658-6186,,Conventional,StandardSale,StandardSale,StandardSale,4352,2022,0.14,R,FeeSimple,No,No,No,,,,1950,1056,,3,1,0,One,Rancher,Main,,No,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.75,2.75,,BRIGHT,1056,0,,,,39.0256651,-77.0763669
MDMC2067606,RES,Closed,,6,6,09/08/2022,09/13/2022 12:00:00 AM,09/30/2022,09/30/2022,"$425,000","$425,000","$442,500",3313,,Sea Port,,Silver Spring,MD,20902,MONTGOMERYMD,,,,MONTGOMERY HIGHLANDS ESTATES,Sheena Saydam,3019539,Keller Williams Capital Properties,KWCP1,(202) 243-7700,Mynor R Herrera,137327,Keller Williams Capital Properties,KWCP2,(240) 383-1350,,Cash,StandardSale,StandardSale,StandardSale,3796,2022,0.03,R,FeeSimple,No,No,Yes,Monthly,100,Monthly,1989,1810,,3,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1360,450,,,,39.0496864,-77.0673224
MDMC2066408,RES,Closed,,5,5,09/07/2022,09/11/2022 12:00:00 AM,09/30/2022,09/30/2022,"$975,000","$975,000","$990,000",10102,,Edward,,Bethesda,MD,20814,MONTGOMERYMD,,,,NORTH BETHESDA GROVE,Khalil Alexander El-Ghoul,119855,Glass House Real Estate,PTRET1,(877) 765-5080,Timothy D Phelps,3068132,Compass,COMPS9,(301) 304-8444,,Conventional,StandardSale,StandardSale,StandardSale,9424,2022,0.13,R,FeeSimple,No,No,No,,,,1953,2898,VeryGood,4,3,1,Three,Craftsman,"Lower1,Main,Upper1",,Yes,,Yes,LowFlrLndry,,,Yes,No,No,UNIQUE OPEN,StandardSale,StandardSale,StandardSale,2.25,0,,BRIGHT,2198,700,VeryGood,,,39.0201274,-77.1126966
MDMC2067588,RES,Closed,,5,5,09/03/2022,09/06/2022 12:00:00 AM,09/22/2022,09/22/2022,"$215,000","$215,000","$215,000",3310,,Leisure World,6-817,Silver Spring,MD,20906,MONTGOMERYMD,,,,FAIRWAYS NORTH,Roberta F Campbell,3012463,"Weichert, REALTORS",WEI28,(301) 681-0550,Ronald M Manning,3309661,Redfin Corp,REFC2,(301) 658-6186,$500,Cash,StandardSale,StandardSale,StandardSale,2010,2022,,,Condominium,Yes,Yes,Yes,Monthly,0,Monthly,1991,1120,VeryGood,2,2,0,One,Traditional,Main,2,No,,No,,,,Yes,No,No,F,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,1120,,VeryGood,,,39.10371920000001,-77.0710895
MDMC2067736,RES,Closed,,8,8,09/02/2022,09/08/2022 12:00:00 AM,09/23/2022,09/23/2022,"$324,900","$324,900","$340,000",915,N,Stonestreet,,Rockville,MD,20850,MONTGOMERYMD,,,,LINCOLN PARK,Andrew J MacPherson,3830,"W F Chesley Real Estate, LLC.",CHE2,(301) 261-6700,Joie Ashworth,3084081,"Weichert, REALTORS",WEI28,(301) 681-0550,,Cash,StandardSale,StandardSale,StandardSale,4330,2022,0.25,R,FeeSimple,No,No,No,,,,1945,780,,2,1,,Two,CapeCod,"Main,Upper1",,No,,No,,,,No,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,780,0,,,,39.0967857,-77.1512801
MDMC2067440,RES,Closed,,7,7,09/01/2022,09/05/2022 12:00:00 AM,09/27/2022,09/27/2022,"$269,000","$269,000","$270,000",12704,,Veirs Mill,38-302,Rockville,MD,20853,MONTGOMERYMD,,,,PARK TERRACE COND,Peter S Murray,3053277,Murray & Co. Real Estate,MURRAY1,(301) 452-5614,Meredith Sterrett,3028757,CENTURY 21 New Millennium,CENT2001,(703) 922-4010,"$7,000",Conventional,StandardSale,StandardSale,StandardSale,2542,2022,,U,Condominium,No,Yes,No,,,,1973,1347,,3,2,,One,Traditional,Main,3,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,0,,BRIGHT,1347,0,,,,39.0754354,-77.1172538
MDMC2064718,RES,Closed,,8,8,08/31/2022,09/07/2022 12:00:00 AM,09/30/2022,09/30/2022,"$799,000","$799,000","$810,000",4809,,Walkingfern,,Rockville,MD,20853,MONTGOMERYMD,,,,ELLENWOOD,Stephanie J Horwat,3041,"Weichert, REALTORS",WEI28,(301) 681-0550,Nader Bagheri,3062464,"Weichert, REALTORS",WEI26,(301) 540-1330,,Conventional,StandardSale,StandardSale,StandardSale,7198,2021,0.39,R,FeeSimple,No,No,No,,,,1982,3604,VeryGood,5,3,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,MainFlrLndry,,11,Yes,No,No,,StandardSale,StandardSale,StandardSale,3,3,,BRIGHT,2346,1258,VeryGood,,,39.1210326,-77.0963934
MDMC2067266,RES,Closed,,4,4,09/08/2022,09/11/2022 12:00:00 AM,09/26/2022,09/26/2022,"$475,000","$475,000","$505,000",4710,,Arbutus,,Rockville,MD,20853,MONTGOMERYMD,,,,ASPEN HILL PARK,Jill Renee Wootten,3333068,"Next Step Realty, LLC.",NXSR4,(443) 901-2200,Elizabeth Ann Ho,3109025,RLAH @properties,RLAH2,(202) 518-8781,,Conventional,StandardSale,StandardSale,StandardSale,4545,2022,0.16,R,FeeSimple,No,No,No,,,,1959,1756,VeryGood,3,2,0,Two,Rancher,"Lower1,Lower2,Main,Upper1,Upper2",,Yes,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1056,700,VeryGood,,,39.0698574,-77.0976373
MDMC2066338,RES,Closed,,6,6,09/01/2022,09/06/2022 12:00:00 AM,09/19/2022,09/19/2022,"$395,000","$395,000","$416,115",317,,Lyric,,Silver Spring,MD,20901,MONTGOMERYMD,,,,DUMONT OAKS,Rob F Foy,8213,RE/MAX Advantage Realty,RMA6,(240) 295-6000,Philip Sturm,5528,"Evers & Co. Real Estate, A Long & Foster Company",EVR1,(202) 364-1700,,Cash,StandardSale,StandardSale,StandardSale,4063,2022,0.06,R,FeeSimple,No,No,Yes,Monthly,77,Monthly,1983,1688,,3,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1188,500,,,,39.0414504,-77.0028587
MDMC2066626,RES,Closed,,0,0,08/30/2022,03/08/2022 12:00:00 AM,08/30/2022,08/16/2022,"$1,687,000","$1,687,000","$1,687,000",4217,,Colchester,,Kensington,MD,20895,MONTGOMERYMD,,,,KENSINGTON ESTATES,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Jeremy E Lichtenstein,3711,RE/MAX Realty Services,RBE1,(301) 652-0400,,Conventional,StandardSale,StandardSale,StandardSale,5585,2022,0.14,,FeeSimple,No,No,No,,,,2022,4515,Excellent,5,5,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,2,Yes,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,4515,,Excellent,,,39.0278666,-77.083534
MDMC2067142,RES,Closed,,7,7,09/15/2022,09/21/2022 12:00:00 AM,09/30/2022,09/30/2022,"$489,900","$510,000","$510,000",1105,,Broadmore,,Silver Spring,MD,20904,MONTGOMERYMD,,,,FAIRVIEW ESTATES,Miguel F Ruiz,5007,RE/MAX Realty Services,RBE3,(240) 403-0400,Minhthu T Nguyen,4379,RE/MAX Excellence Realty,RXER1,(301) 445-5900,,Cash,StandardSale,StandardSale,StandardSale,4718,2022,0.25,R,FeeSimple,No,No,No,,,,1965,2516,VeryGood,5,3,,Two,SplitFoyer,"Lower1,Main",,Yes,2,Yes,BsmtLaundry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1316,1200,VeryGood,,,39.0707127,-76.9904871
MDMC2063236,RES,Closed,,12,12,08/29/2022,09/06/2022 12:00:00 AM,09/27/2022,09/26/2022,"$474,900","$474,900","$470,000",38,,Maryland,227,Rockville,MD,20850,MONTGOMERYMD,,,,PALLADIAN,Leslie C Friedson,10316,Compass,COMPS9,(301) 304-8444,Anchaleeya Thompson,3317743,Keller Williams Realty Centre,KWR15,(410) 312-0000,,Cash,StandardSale,StandardSale,StandardSale,5117,2021,,U,Condominium,No,Yes,No,,,,2007,1204,,2,2,,One,Contemporary,Main,2,No,1,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1204,0,,,,39.10914,-77.204894
MDMC2067002,RES,Closed,,9,9,08/28/2022,09/04/2022 12:00:00 AM,09/23/2022,09/23/2022,"$172,500","$172,500","$165,000",10201,,Grosvenor,1119,Rockville,MD,20852,MONTGOMERYMD,,,,GROSVENOR PARK,Anita M Centofanti,1708,RE/MAX Town Center,RXTC2,(301) 637-9762,Shanee E Sibblies,3275277,Taylor Properties,TAYL1,(301) 970-2447,"$3,300",Conventional,StandardSale,StandardSale,StandardSale,1858,2022,,U,Condominium,No,Yes,No,,,,1964,591,BelowAverage,0,1,0,One,Contemporary,Main,1,No,,No,Common,,3,Yes,No,No,PARK VIEW BALCONY,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,591,0,BelowAverage,,,39.0839973,-77.1527578
MDMC2064830,RES,Closed,,7,7,09/01/2022,09/07/2022 12:00:00 AM,09/30/2022,09/30/2022,"$599,261","$599,261","$643,000",2610,,Arcola,,Silver Spring,MD,20902,MONTGOMERYMD,,,,WHEATON HILLS,Harrison l Beacher,3016079,Keller Williams Capital Properties,KWCP1,(202) 243-7700,Amir R Forghani,3009039,"Long & Foster Real Estate, Inc.",LNG150,(301) 388-2600,"$10,000",Conventional,StandardSale,StandardSale,StandardSale,5139,2021,0.17,R,FeeSimple,No,No,No,,,,1949,1982,Excellent,4,2,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,MainFlrLndry,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1388,594,Excellent,,,39.0370441,-77.0262657
MDMC2066326,RES,Closed,,5,5,09/01/2022,09/05/2022 12:00:00 AM,09/23/2022,09/23/2022,"$350,000","$350,000","$370,000",1322,,Alderton,,Silver Spring,MD,20906,MONTGOMERYMD,,,,BONIFANT WOODS,Judith Kogod Kogod Colwell,107624,"Long & Foster Real Estate, Inc.",LNG210,(301) 270-7026,Mario I. Banegas,3083270,Keller Williams Capital Properties,KWCP4,(301) 251-1221,"$5,000",Conventional,StandardSale,StandardSale,StandardSale,3087,2022,0.03,R,FeeSimple,No,No,Yes,Monthly,118,Monthly,1983,1630,,3,1,1,Three,Colonial,"Lower1,Main,Upper1",,Yes,,No,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1330,300,,,,39.0891396,-77.0324202
MDMC2066920,RES,Closed,,0,0,08/27/2022,04/05/2022 12:00:00 AM,08/27/2022,08/26/2022,"$674,900","$674,900","$800,108",12017,,Putnam,,Rockville,MD,20852,MONTGOMERYMD,,,,NORTH QUARTER,Non Member,12345,Non Subscribing Office,NON1,(844) 552-7444,Kevin J Carter,68701,"RE/MAX Distinctive Real Estate, Inc.",RMAXD4,(703) 858-9108,,Conventional,StandardSale,StandardSale,StandardSale,2779,2022,0.04,R,FeeSimple,No,No,Yes,Monthly,100,Monthly,2022,2342,Excellent,4,3,1,Four,Colonial,"Lower1,Main,Upper1",,No,2,No,UpprFlrLndry,,,Yes,No,Yes,Ashton,StandardSale,StandardSale,StandardSale,2,0,,BRIGHT,2342,0,Excellent,,,39.0539609,-77.103116
MDMC2066904,RES,Closed,,1,1,08/26/2022,08/26/2022 12:00:00 AM,08/26/2022,08/26/2022,"$1,481,870","$1,481,870","$1,481,870",11400,,Emerald Park,,Potomac,MD,20854,MONTGOMERYMD,,,,CABIN JOHN VILLAGE,Colin R McKevitt,3109385,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,Colin R McKevitt,3109385,"Long & Foster Real Estate, Inc.",LNG194,(240) 497-1700,,Cash,StandardSale,StandardSale,StandardSale,2664,2022,,R,Condominium,No,No,No,,,,0,0,Excellent,3,2,,Three,Contemporary,Main,,No,,,,,,Yes,No,Yes,,StandardSale,StandardSale,StandardSale,0,0,,BRIGHT,0,0,Excellent,,,39.0418324,-77.1560434
MDMC2063278,RES,Closed,,7,7,08/26/2022,09/01/2022 12:00:00 AM,09/27/2022,09/27/2022,"$539,000","$539,000","$550,000",1010,,Cannon,,Silver Spring,MD,20904,MONTGOMERYMD,,,,FAIRVIEW ESTATES,Mark R Day,73264,"Long & Foster Real Estate, Inc.",LNG302,(301) 424-0900,Lamine B Ouattara,127396,Fairfax Realty Premier,FXR3,(301) 439-9500,,Conventional,StandardSale,StandardSale,StandardSale,4447,2021,0.21,R,FeeSimple,No,No,No,,,,1966,1953,VeryGood,4,2,1,Two,Colonial,"Lower1,Main,Upper1",,Yes,,Yes,"BsmtLaundry,DryerInUnit,WasherInUnit",,4,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1953,0,VeryGood,,,38.99066570000001,-77.026088
MDMC2066274,RES,Closed,,7,7,08/26/2022,09/01/2022 12:00:00 AM,09/15/2022,09/12/2022,"$499,500","$499,500","$515,000",4225,,Landgreen,,Rockville,MD,20853,MONTGOMERYMD,,,,WHEATON WOODS,Jamie S Bauer,109932,Compass,COMPS3,(202) 545-6900,Marc A Hershkowitz,65743,TTR Sotheby's International Realty,TTRS4,(301) 967-3344,,Cash,StandardSale,StandardSale,StandardSale,4581,2021,0.25,R,FeeSimple,No,No,No,,,,1962,1510,,4,3,,Three,Traditional,"Lower1,Main,Upper1",,Yes,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1110,400,,,,39.0800444,-77.0877127
MDMC2066738,RES,Closed,,5,5,08/26/2022,08/28/2022 12:00:00 AM,09/16/2022,09/16/2022,"$425,000","$425,000","$417,500",10819,,Hampton Mill,608 (UNIT DOOR #110),Rockville,MD,20852,MONTGOMERYMD,,,,GABLES OF TUCKERMAN,Shiva Zargham,3020100,Compass,COMPS9,(301) 304-8444,Lisa M Nasar,7785,NextHome Envision,NXE1,(301) 881-6398,,Cash,StandardSale,StandardSale,StandardSale,3987,2022,,U,Condominium,No,Yes,Yes,Annually,407,Annually,1987,1037,Excellent,2,2,,Two,Contemporary,"Lower1,Main",1,No,,Yes,"DryerInUnit,MainFlrLndry,WasherInUnit",,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,2.5,,BRIGHT,1037,0,Excellent,,,39.0332758,-77.1167076
MDMC2066616,RES,Closed,,6,6,08/25/2022,08/30/2022 12:00:00 AM,09/07/2022,09/07/2022,"$459,000","$459,000","$455,000",5814,,Inman Park,807,Rockville,MD,20852,MONTGOMERYMD,,,,GABLES OF TUCKERMAN,Robert F Soltani,108490,Fairfax Realty of Tysons,FRX2,(703) 752-8660,Yunia Velasquez,3033326,"Elan Real Estate, Inc.",MYHME1,(202) 964-0338,,Cash,StandardSale,StandardSale,StandardSale,4392,2022,,U,Condominium,No,Yes,Yes,Monthly,34,Monthly,1987,1288,,3,3,,Two,Colonial,"Lower1,Main",2,No,,,,,,Yes,No,No,,StandardSale,StandardSale,StandardSale,2.5,0,,BRIGHT,1288,0,,,,39.0336276,-77.1155058
